saccade_ser,Id,QuestionsNum,Answer,stime,etime,sxp,syp,exp,eyp,dur,ampl
518,00a17d6c125942fcadcdf62eeec74ae2,97,1,18910946,18911008,739.5504,456.145992,629.12448,451.62306,62,110.51850850297895
519,00a17d6c125942fcadcdf62eeec74ae2,97,1,18911104,18911185,629.12448,451.62306,578.21376,463.463748,81,52.2695255692238
520,00a17d6c125942fcadcdf62eeec74ae2,98,1,18911520,18911553,578.21376,463.463748,676.001472,480.122424,33,99.19651256101665
521,00a17d6c125942fcadcdf62eeec74ae2,98,1,18911713,18911857,676.001472,480.122424,900.91872,430.05740399999996,144,230.42194920513518
522,00a17d6c125942fcadcdf62eeec74ae2,98,1,18912017,18912048,900.91872,430.05740399999996,1030.328448,439.513344,31,129.7547398067507
523,00a17d6c125942fcadcdf62eeec74ae2,98,1,18912174,18912321,1030.328448,439.513344,885.1203840000001,551.310516,147,183.2593504239979
524,00a17d6c125942fcadcdf62eeec74ae2,98,1,18912416,18912656,885.1203840000001,551.310516,687.1436160000001,436.16447999999997,240,229.02709506571296
525,00a17d6c125942fcadcdf62eeec74ae2,99,1,18912848,18912881,687.1436160000001,436.16447999999997,768.139392,452.78427600000003,33,82.68333174784256
526,00a17d6c125942fcadcdf62eeec74ae2,99,1,18913217,18913264,768.139392,452.78427600000003,946.9960319999999,446.870412,47,178.9543837392648
527,00a17d6c125942fcadcdf62eeec74ae2,99,1,18913424,18913521,946.9960319999999,446.870412,565.16928,466.224228,97,382.3169349330883
528,00a17d6c125942fcadcdf62eeec74ae2,99,1,18913697,18913825,565.16928,466.224228,675.375168,473.33052000000004,128,110.43476416354511
529,00a17d6c125942fcadcdf62eeec74ae2,99,1,18914032,18914129,675.375168,473.33052000000004,758.638656,437.73987600000004,97,90.55110366119715
530,00a17d6c125942fcadcdf62eeec74ae2,99,1,18914400,18914594,758.638656,437.73987600000004,525.200256,772.597548,194,408.194986607895
531,00a17d6c125942fcadcdf62eeec74ae2,100,1,18914833,18914993,525.200256,772.597548,616.4997119999999,452.498508,160,332.86481651688194
532,00a17d6c125942fcadcdf62eeec74ae2,100,1,18915232,18915265,616.4997119999999,452.498508,729.580992,449.213256,33,113.12899171804692
533,00a17d6c125942fcadcdf62eeec74ae2,100,1,18915408,18915536,729.580992,449.213256,951.00384,434.580444,128,221.90582868293123
534,00a17d6c125942fcadcdf62eeec74ae2,100,1,18915776,18915809,951.00384,434.580444,1176.6261120000001,448.33381199999997,33,226.041068732621
535,00a17d6c125942fcadcdf62eeec74ae2,100,1,18916001,18916033,1176.6261120000001,448.33381199999997,1309.358016,453.72366,32,132.84129177679753
536,00a17d6c125942fcadcdf62eeec74ae2,100,1,18916208,18916482,1309.358016,453.72366,936.649536,441.04661999999996,274,372.9240115721592
537,00a17d6c125942fcadcdf62eeec74ae2,100,1,18916703,18916946,936.649536,441.04661999999996,925.455168,478.32714,243,38.924941186722776
538,00a17d6c125942fcadcdf62eeec74ae2,100,1,18917216,18917249,925.455168,478.32714,717.150144,438.79244400000005,33,212.02352513684178
539,00a17d6c125942fcadcdf62eeec74ae2,100,1,18917408,18917441,717.150144,438.79244400000005,789.829248,456.365556,33,74.77343394286079
540,00a17d6c125942fcadcdf62eeec74ae2,100,1,18917744,18917777,789.829248,456.365556,895.31232,407.3031,33,116.33487468213958
541,00a17d6c125942fcadcdf62eeec74ae2,100,1,18917982,18918113,895.31232,407.3031,1165.3931519999999,446.587236,131,272.92288133294846
542,00a17d6c125942fcadcdf62eeec74ae2,100,1,18918416,18919857,1165.3931519999999,446.587236,642.982656,468.860724,1441,522.8851064991735
542,00a17d6c125942fcadcdf62eeec74ae2,101,1,18918416,18919857,1165.3931519999999,446.587236,642.982656,468.860724,1441,522.8851064991735
543,00a17d6c125942fcadcdf62eeec74ae2,102,1,18920193,18921168,642.982656,468.860724,997.821888,557.5739759999999,975,365.76074372021566
544,00a17d6c125942fcadcdf62eeec74ae2,102,1,18921329,18921361,997.821888,557.5739759999999,953.868672,626.95512,32,82.13177423805844
545,00a17d6c125942fcadcdf62eeec74ae2,102,1,18921569,18921633,953.868672,626.95512,884.851392,570.942108,64,88.88668320907543
546,00a17d6c125942fcadcdf62eeec74ae2,102,1,18921777,18921809,884.851392,570.942108,887.2592639999999,614.157876,32,43.28279625207006
547,00a17d6c125942fcadcdf62eeec74ae2,102,1,18922769,18922912,887.2592639999999,614.157876,967.507968,487.86321599999997,143,149.6335378122005
548,00a17d6c125942fcadcdf62eeec74ae2,103,1,18923008,18923040,967.507968,487.86321599999997,1039.072896,473.613696,32,72.96977278212923
549,00a17d6c125942fcadcdf62eeec74ae2,103,1,18923137,18923249,1039.072896,473.613696,714.625728,493.15597199999996,112,325.03517559562744
550,00a17d6c125942fcadcdf62eeec74ae2,103,1,18923377,18923473,714.625728,493.15597199999996,539.320128,467.487936,96,177.17477660055707
551,00a17d6c125942fcadcdf62eeec74ae2,103,1,18923713,18924017,539.320128,467.487936,773.8352639999999,454.11138,304,234.89632024261178
552,00a17d6c125942fcadcdf62eeec74ae2,103,1,18924145,18924176,773.8352639999999,454.11138,846.658176,446.07045600000004,31,73.26549645592755
553,00a17d6c125942fcadcdf62eeec74ae2,103,1,18924288,18924322,846.658176,446.07045600000004,901.845312,435.434616,34,56.20267851613566
554,00a17d6c125942fcadcdf62eeec74ae2,103,1,18924480,18924513,901.845312,435.434616,977.8884479999999,442.86426,33,76.40522326831599
555,00a17d6c125942fcadcdf62eeec74ae2,103,1,18925088,18925121,977.8884479999999,442.86426,1047.689856,447.788412,33,69.97488000491013
556,00a17d6c125942fcadcdf62eeec74ae2,103,1,18925422,18925665,1047.689856,447.788412,1033.182912,470.4723,243,26.92601342597304
557,00a17d6c125942fcadcdf62eeec74ae2,103,1,18925889,18926065,1033.182912,470.4723,958.521792,471.736332,176,74.67181942708656
558,00a17d6c125942fcadcdf62eeec74ae2,103,1,18926286,18926433,958.521792,471.736332,899.629056,469.75464,147,58.92606771835841
559,00a17d6c125942fcadcdf62eeec74ae2,103,1,18926593,18926624,899.629056,469.75464,624.8319359999999,433.16715600000003,31,277.22211518157184
560,00a17d6c125942fcadcdf62eeec74ae2,103,1,18927360,18927505,624.8319359999999,433.16715600000003,1099.165632,459.813348,145,475.08154532576964
561,00a17d6c125942fcadcdf62eeec74ae2,103,1,18927728,18927904,1099.165632,459.813348,507.26208,780.2461079999999,176,673.0727810210677
562,00a17d6c125942fcadcdf62eeec74ae2,103,1,18928113,18928241,507.26208,780.2461079999999,855.766848,452.379492,128,478.4893846325383
563,00a17d6c125942fcadcdf62eeec74ae2,103,1,18928368,18928642,855.766848,452.379492,596.0611200000001,434.006424,274,260.3548247752335
563,00a17d6c125942fcadcdf62eeec74ae2,104,1,18928368,18928642,855.766848,452.379492,596.0611200000001,434.006424,274,260.3548247752335
564,00a17d6c125942fcadcdf62eeec74ae2,104,1,18928848,18928881,596.0611200000001,434.006424,733.656192,449.55107999999996,33,138.47035844845462
565,00a17d6c125942fcadcdf62eeec74ae2,104,1,18929040,18929280,733.656192,449.55107999999996,978.111744,457.805952,240,244.59488918487463
565,00a17d6c125942fcadcdf62eeec74ae2,105,1,18929040,18929280,733.656192,449.55107999999996,978.111744,457.805952,240,244.59488918487463
566,00a17d6c125942fcadcdf62eeec74ae2,105,1,18929473,18929520,978.111744,457.805952,723.264384,436.213188,47,255.76048239735815
567,00a17d6c125942fcadcdf62eeec74ae2,105,1,18929681,18929921,723.264384,436.213188,1196.5438080000001,439.70774400000005,240,473.29232521076136
568,00a17d6c125942fcadcdf62eeec74ae2,106,1,18930145,18930513,1196.5438080000001,439.70774400000005,580.750272,426.494592,368,615.9352777404121
569,00a17d6c125942fcadcdf62eeec74ae2,106,1,18930625,18930912,580.750272,426.494592,1370.03232,547.603956,287,798.5196486897232
570,00a17d6c125942fcadcdf62eeec74ae2,106,1,18931024,18931056,1370.03232,547.603956,1374.477312,436.123008,32,111.56952863958317
571,00a17d6c125942fcadcdf62eeec74ae2,106,1,18931153,18931457,1374.477312,436.123008,645.5537280000001,428.922108,304,728.9591513056235
571,00a17d6c125942fcadcdf62eeec74ae2,107,1,18931153,18931457,1374.477312,436.123008,645.5537280000001,428.922108,304,728.9591513056235
572,00a17d6c125942fcadcdf62eeec74ae2,107,1,18931665,18931793,645.5537280000001,428.922108,842.0701439999999,447.260616,128,197.3702171887923
573,00a17d6c125942fcadcdf62eeec74ae2,107,1,18931920,18931953,842.0701439999999,447.260616,1026.226176,435.43623599999995,33,184.53525431301583
574,00a17d6c125942fcadcdf62eeec74ae2,107,1,18932160,18932193,1026.226176,435.43623599999995,1103.871744,412.90009200000003,33,80.84993516652551
575,00a17d6c125942fcadcdf62eeec74ae2,107,1,18932288,18932400,1103.871744,412.90009200000003,815.0008320000001,433.13875199999995,112,289.5790171236641
576,00a17d6c125942fcadcdf62eeec74ae2,108,1,18932624,18932737,815.0008320000001,433.13875199999995,601.149888,457.7958,113,215.26773159432292
577,00a17d6c125942fcadcdf62eeec74ae2,108,1,18932832,18933073,601.149888,457.7958,699.940992,446.698692,241,99.41241389033104
