saccade_ser,Id,QuestionsNum,Answer,stime,etime,sxp,syp,exp,eyp,dur,ampl
93,00a45dae43da4bd9b262e11f4db1b6c0,16,1,23043225,23043258,480.655488,473.08698,565.805568,448.62638400000003,33,88.59377450296162
94,00a45dae43da4bd9b262e11f4db1b6c0,16,1,23043658,23043690,565.805568,448.62638400000003,718.059648,447.687216,32,152.2569765665227
95,00a45dae43da4bd9b262e11f4db1b6c0,16,1,23044330,23044506,718.059648,447.687216,561.88896,736.33698,176,328.1889243220269
96,00a45dae43da4bd9b262e11f4db1b6c0,16,1,23044697,23044809,561.88896,736.33698,511.137408,457.230204,112,283.6834722706328
97,00a45dae43da4bd9b262e11f4db1b6c0,17,1,23045577,23045609,511.137408,457.230204,643.3153920000001,464.56545600000004,32,132.3813634021337
98,00a45dae43da4bd9b262e11f4db1b6c0,17,1,23046378,23046506,643.3153920000001,464.56545600000004,520.240896,762.37524,128,322.239040173255
99,00a45dae43da4bd9b262e11f4db1b6c0,17,1,23046746,23046841,520.240896,762.37524,501.916224,460.248588,95,302.68185847955385
100,00a45dae43da4bd9b262e11f4db1b6c0,18,1,23047515,23047545,501.916224,460.248588,617.7743999999999,459.333396,30,115.86179060606571
101,00a45dae43da4bd9b262e11f4db1b6c0,18,1,23048057,23048329,617.7743999999999,459.333396,526.692288,464.326776,272,91.21888494278437
102,00a45dae43da4bd9b262e11f4db1b6c0,19,1,23048890,23048921,526.692288,464.326776,680.283648,449.040996,31,154.35012451196144
103,00a45dae43da4bd9b262e11f4db1b6c0,19,1,23049801,23049833,680.283648,449.040996,855.502272,448.71192,32,175.21893301657542
104,00a45dae43da4bd9b262e11f4db1b6c0,19,1,23050538,23050638,855.502272,448.71192,489.20736,753.0265440000001,100,476.21355812004043
105,00a45dae43da4bd9b262e11f4db1b6c0,19,1,23050811,23050938,489.20736,753.0265440000001,519.3868799999999,460.226016,127,294.3517498240994
106,00a45dae43da4bd9b262e11f4db1b6c0,20,1,23051737,23051769,519.3868799999999,460.226016,678.60576,449.62776,32,159.57122164944397
107,00a45dae43da4bd9b262e11f4db1b6c0,20,1,23052409,23052441,678.60576,449.62776,776.532288,442.962324,32,98.15310959518742
108,00a45dae43da4bd9b262e11f4db1b6c0,20,1,23052986,23053050,776.532288,442.962324,636.0113279999999,452.2176,64,140.82542502388478
109,00a45dae43da4bd9b262e11f4db1b6c0,21,1,23053514,23053545,636.0113279999999,452.2176,558.595776,449.990208,31,77.44758851369329
110,00a45dae43da4bd9b262e11f4db1b6c0,21,1,23054522,23054666,558.595776,449.990208,808.671936,456.706728,144,250.16633954482361
111,00a45dae43da4bd9b262e11f4db1b6c0,21,1,23055592,23055689,808.671936,456.706728,873.3523200000001,423.23407199999997,97,72.82836517512808
112,00a45dae43da4bd9b262e11f4db1b6c0,21,1,23055900,23055994,873.3523200000001,423.23407199999997,560.726208,714.893364,94,427.55143376461484
113,00a45dae43da4bd9b262e11f4db1b6c0,21,1,23056106,23056634,560.726208,714.893364,612.637056,464.968728,528,255.25880948521956
113,00a45dae43da4bd9b262e11f4db1b6c0,22,1,23056106,23056634,560.726208,714.893364,612.637056,464.968728,528,255.25880948521956
114,00a45dae43da4bd9b262e11f4db1b6c0,22,1,23056874,23056905,612.637056,464.968728,522.568512,446.364972,31,91.96979045092723
115,00a45dae43da4bd9b262e11f4db1b6c0,22,1,23057305,23057338,522.568512,446.364972,574.935936,456.06780000000003,33,53.25872668017281
116,00a45dae43da4bd9b262e11f4db1b6c0,22,1,23057577,23057609,574.935936,456.06780000000003,746.111808,463.9734,32,171.35833118445217
117,00a45dae43da4bd9b262e11f4db1b6c0,22,1,23058314,23058410,746.111808,463.9734,603.278976,653.40486,96,237.24564471212497
118,00a45dae43da4bd9b262e11f4db1b6c0,22,1,23058555,23058986,603.278976,653.40486,535.8213119999999,465.097572,431,200.0254262493942
118,00a45dae43da4bd9b262e11f4db1b6c0,23,1,23058555,23058986,603.278976,653.40486,535.8213119999999,465.097572,431,200.0254262493942
119,00a45dae43da4bd9b262e11f4db1b6c0,23,1,23059449,23059481,535.8213119999999,465.097572,606.8171520000001,458.525448,32,71.29938366617904
120,00a45dae43da4bd9b262e11f4db1b6c0,23,1,23059883,23060026,606.8171520000001,458.525448,519.930048,793.3181040000001,143,345.88363845813984
121,00a45dae43da4bd9b262e11f4db1b6c0,23,1,23060283,23060330,519.930048,793.3181040000001,542.66016,452.46384,47,341.6113102321325
122,00a45dae43da4bd9b262e11f4db1b6c0,24,1,23061434,23061465,542.66016,452.46384,713.6054399999999,453.302892,31,170.94733915021044
123,00a45dae43da4bd9b262e11f4db1b6c0,24,1,23061657,23061690,713.6054399999999,453.302892,653.47392,463.301208,33,60.9570834304451
